017KJcZd2GpMXKQV,1
01R2tkKoJY7ii4AD,1
024WtT0VPvio74fD,0
02OaDfEaDN88YndS,0
04Wex4aauKiPbURh,1
04Wn9M6Rnf8Qk1uz,1
05bJbSYfgzEsrdAG,0
064alf6A7224a7l5,0
06FfphWRtFqZcvaW,0
06YkLEvdHv4BC6rR,0
07PcRwgrSOVqIp8f,0
08g4dWAb34gIfkwx,1
09r8T8IoDVGb5ra4,1
0AyxhQCx34BHQpPN,1
0B1lcgO7lhq09xmP,1
0BKwX8eAJnY6tuUo,1
0DmS5fyHGxvPukNe,0
0Dqu0WA3bVWLaZCs,1
0E9pct7OCQibafgm,0
0EVVkUADbbfA0wMP,0
0EXc1vedNzxA7n9Q,0
0EbCTGrG1rxkfLN4,0
0EedgBISHSPtF2oa,1
0G7uwG1siV0kLyXi,1
0GVTCDsuAkuVkUIF,0
0GaMYB4asQgxkUpR,1
0HI2VqYKcsQoTpd8,1
0J0gLob39TJWfRA1,0
0J2ge3SUJst3BZ8z,1
0KiHz3f7ytABnEL4,1
0LSQ3WbeceyHSdZc,1
0M3N32vlAtFqh4xq,0
0Mo0FeDBITjiU6zw,1
0MsPO6zPvSHjhfyM,1
0Mu8IyadSijrlTSk,0
0NJRIEcad7nbIBvo,0
0NVr4ksmeJ1tfioq,0
0QAzrW2F0YE3OOWo,0
0QWyy30xpmJPdFsw,0
0RkN0ieEmCx9fxjG,0
0SX2viuWI0BShazf,0
0Sn3CbC3gk5943V5,1
0SohtTWszlNc3j0L,0
0Sr9B4KyLOJDRyX8,1
0SyJ9VMhFPICD4Wj,1
0UK1hPLBMACu3QC7,1
0UrnHDXyFFrCazQu,0
0VcqCoCjhwfqTGpg,0
0WNjJA2XAv3OvsJG,0
0WOECx85Ye1kCvEU,1
0YpD14dS7E3Iy4f5,1
0ZZqWxiIXpUNdRoA,1
0amld6IkT95aG6nP,0
0az2Dz6jF7tVYDT4,0
0brndnBoY53jVyE4,0
0c9SQQ3buUW7PAmg,1
0ctoXl7P6mVpSMwI,0
0dVTswCWvYNc0m2u,1
0dhlS1OEdZmfRnFH,1
0eJLTMw55sL9TTvQ,0
0ez8rtuD59ic3l2v,0
0gcgN3mytH63XkzF,1
0gistqaf5ZXBQ2tZ,0
0iaRxfRfPUFrkVhA,1
0j932JFyly9LjOBu,1
0kTMNiiqiUeUjH1H,0
0lBNQBNYA4JTCiRk,0
0mr7um6WSpsWICwS,1
0nCubBg9dEZOIsvX,0
0nK7QwvHW1ZcWgJW,1
0o8KaM1dRES5mgMu,0
0oHvCPU5h0Fmh5eR,0
0pmo31nlKAwg4HiZ,0
0qAiKvalNn1fU8sN,0
0qB0zHaFHWkTgSZo,0
0rvCKTuvDFsBWizV,1
0sPibEbU9Vcj19wb,1
0uxKxHqdLxKGtLI1,1
0v98Qi1uy65OQHcj,1
0wR3TFK7QlA0ZFuj,0
0wXmVRiLTolPQlSf,0
0wu8SBKdfd0ZSa6s,0
0ynXg2O2JU0Shta1,1
0zYOYSV8A3tkgYOs,1
10tFJJUKAUKmrIjG,0
11O8DLg29swlmrvp,1
11kTAbKWK5Bdc2zw,0
125niSioRyuc70h1,0
125tfy2jEeG4NjrM,0
12fFTLVU1tjfKo73,0
15DQOyy4cH2B49IB,0
15EGOwv2ZNBvZC0y,1
15Jf9szOKhJEd2lv,1
167lzcZmmBaNTMZ5,0
16BgSd7VbfMSMJAP,0
16SydZJLYUXMOxPB,1
17QoSzQ9HgpvNrby,0
18Qh2pkDQKyQBk36,0
18skV7lIIgLtup4H,0
192V6yhyuzahpOfg,0
1A5yKVEisO9jrT8h,1
1AMXgfRRTwONkXqk,0
1BKBQ54RQTbZiEkQ,1
1CDdpjpML5GGW6ek,0
1COhJhpv0AEvBBui,0
1CZmOVO1lt8Odf3l,0
1ErETE1SRa3x0JZl,1
1EyILdubWZrBDbAp,0
1FFabLNtY0oqej53,1
1FNp864CIDhUHYCx,1
1FO2Kq5BTJ2EERLU,0
1Frh8k5bv7wGL4yf,1
1G47a8F4YmCDjcBS,0
1H1ATiDCjIpyZCbo,0
1HECmailfAg08Iml,1
1HYTwdsGg3R6Aplj,0
1IiVTt66IfARgdEK,0
1J9hYRCiFFHM01bm,0
1Ka7nXcu3M8PBRRM,0
1Kh4ddptzAq9vWbL,1
1NWP5cAYW9JxPJce,1
1NyoRXWAEkahbMnO,0
1OGWn0FLZGrXm49g,0
1OW8X9zHNuHBl8gt,1
1PF6Lajou7N3LJgV,0
1PgXCjtpIpDrslk4,1
1QzLHvcEzeoOqlv4,0
1SDLiiepaSkQJSdv,0
1VHmTpd8gnCy4rNL,0
1VkvFeg5aEeJFZv1,0
1XnPTJYdyScv2bta,1
1Y9vBLZbeiKEiH8k,1
1Ye7bVKfKhcLhw49,1
1YlC3UDmiWYJTfkx,1
1a1t55RMLIlQnKYL,1
1aV5GGeKdyGS3lNB,1
1asGWfwk9pehCVP2,0
1bDzDVrqZS5BoKvo,1
1bqx0F73ZAv6Z8qm,1
1c5I952F6STXEdbU,1
1d5uIDFa7B9FD9B8,1
1dLuOrHlQ6Lz7Rtu,1
1eMH1nGYFYH4HJ6b,0
1ejYSxAP06w8CMLp,0
1fGic5vxcdPFwnPe,0
1fWvVcaiO2uoZ4Di,1
1gzmn7KGvcBWrOJk,0
1hOdqA52gUust1AR,1
1iDJxmd2mJgGuFkB,0
1iGL72fGgeUEsq7y,1
1iYSUSbw5bTlfiAf,0
1ieckQA0vv526Cy9,1
1inScBO40ft7NIlK,0
1jLds7Pxgr0aSNvv,0
1jSOnQhPhiseHvGE,0
1k2GogL1ErSPLnhN,1
1khKcb05X8LLnTh9,0
1l0ghpuytBKouuU0,1
1l6ERvZ6aFvVL78Y,0
1l85qy1cWFhNAoLh,0
1lKEBUnMsdEz4vLb,0
1lk86dK9F09G0zVw,1
1mjt79nIgIwKwk8g,1
1myYHArJKiPIiOwW,0
1nz4yR1c48KufHBp,0
1o9FUB71Ny9F90fH,0
1p1KbTvBCgCJapAj,1
1qazkGhRNoMs4RXx,0
1qlGBqPxh9zZqKU2,0
1quQMNST7HdEPCYo,1
1r1AdMpKzfujV74C,1
1tIRQPm9aupSmvAj,1
1tXMffsEaxvQnipH,1
1tXq1ZOIpJA7H61A,1
1tapW2Fn7frOuj5A,1
1tm9JRDf9EEDI3Zs,0
1u0JEyXGMOUrQat4,0
1uaXnx8hsXyuByIv,0
1uc5INEB8odyCFP4,1
1vysk7rwQinu2gZM,1
1xx4EOu4kEnzenLB,1
1yX4dWANQCueZj0F,0
1z39QutzcsG0uwnH,1
1zLt9fJTRrTNBJDd,0
1zc2LWon4ylZDJDK,1
20WdccpgGMKSthFe,1
212EYVL5iCNcP0kt,0
219cGScUIgIALVgG,0
21ESa180dmg2hk83,0
21oQ1ouOyYz03zr1,0
22aCSqZTPQwBRNoO,0
231cgiUEQNjxKVJe,0
237OdeotiC9V8LBQ,0
23Pz3mCMe4W0TWh7,1
23xdzfGZUfMIdoyy,0
24bLnp1DZrNRuIHE,1
25CdNevmNejtRURZ,0
25KYk2ou4MHzBQKH,1
25bFpugV2a39YqGR,0
25tBninLOo6YRwYq,0
26a5YNTOhjfOVuP5,0
26aE1Zv0yojhjga7,1
26sLTE2kn78X131g,1
28ZgzmO7fk1Y6qYi,1
293qmoDRQPVFh4BP,1
2A0BOBRhWbQUkIzI,0
2A3UR5mINHXLhHyq,0
2Ao4uOiTzXjNKBat,0
2BlxTRZucas4KOKr,0
2CDW9wmeVRiqaePh,0
2CPGqkXmHJ5fZTde,0
2DVlEdHsONagVGQJ,1
2EDNRaycgxZ8qUhz,1
2EUy4RIpbTc357VZ,1
2FHqxLlBbP5ngOXV,1
2FbA60p0YxDLczJ8,0
2G9OG7cWBPvhbbo9,0
2IJ4kJX6B2luILGs,1
2IlOrT4ZQsLfPbrr,1
2IqitbZqNwEfIMCs,1
2J1oSOQk4mIZC1hB,0
2Jl2txF2vph38w7c,0
2Jr7peSihT0QT7jl,1
2JxGoWsz303maK74,0
2K0yopKPjJeRx2ch,0
2KOl8cqurwvlwif3,1
2KmoSN2qtwUVxqcz,1
2LzZrpHWrZgxLQQT,0
2M6Mk87dkF1ZwDsw,1
2NkfcnyfENacGUkL,0
2O0sbh4tzl0oonCk,0
2P8SlwxUfl0r0zLs,1
2PH8kelF2AVKgOy1,1
2PtnAAcyIkBLEpbf,0
2Q8bGkAFl0YxSEVF,0
2QdnUcXmEXysjdfP,0
2QjK3ZamC4bu7I5o,0
2R0iHzCJvHgcXiEh,0
2RPGSFQdnXQs7R6s,1
2RXJzwn340q5lxyu,0
2RqucfqMRCxivV2v,0
2RrVCaPXWIFJvW45,0
2RvamhIKEiU9Tn8K,1
2RyNFtGk1SzPau3Z,1
2SnTq1TaxBDkgvwm,0
2T9d0UcsIyM3Il7O,1
2UoEV4xK2WaQitQ1,1
2VFB3IqNI3LXzuGu,0
2VPOTrbE0PC1g5Sc,0
2W5Cg2Y0ed4Dr3hh,1
2XJ3cdwpnmkw3SaT,1
2XbgI6DBVYYEpBuv,0
2Ygib5gNMeglFBHy,1
2YqwEWoB53rPxSMG,0
2ZZw0ofgqKRlsYNK,0
2aVqu2nWadKmCrb5,1
2aiLkVprABkBiiSP,0
2b1A4e4UDpXklnjc,0
2bH63B496RZAIDcC,0
2bP23OTbC8yNd5DA,0
2d0bF2KFTPyd5WJF,1
2d7NEgPo9ZP9Q7OZ,0
2dewjXdyPIisQxEs,0
2gXeJYp5LyL83DQh,1
2gbYUHMmbCTfKv7c,0
2hm83oHKGt5OnMqK,0
2hzKUO5m1AALXXs7,1
2kH6J8V6gLLA0P4U,1
2mCzB6L7kQOnzLc5,0
2mlQkYA6tEoGztS9,0
2mqXlwTpaS5AH2uO,1
2n9EQ1a9ISj8i5Hc,1
2qc4VTQw09Y7pQkz,1
2sHTQkobivGI3OVN,1
2sL0xPKr1K2zKZP1,0
2t1HfgzIPbO8iX2I,0
2t4DosExKuMdS2VO,0
2tIiGH5J63jfXuwz,1
2tnsSYc1okKP0MSh,1
2ui900puNWaAf3Al,1
2wlbSe0H01sudOan,0
2ysSQptp2SvOe5y3,0
2zU7qX4cm9dDR9vE,1
306rBxi3AMHFjkwz,0
307HTU1yxqbPnasG,1
308sfscL4yRJ6QM0,0
30irC49sftaqR2wX,1
30qVviOJF7x5bDu6,0
315JkTKp4qn2OvXF,0
320U9XGHMSRicfJ5,1
32o4XKPRvPprHmaR,1
33ItPZ3cORKw5oLD,0
33wc8cBTEmdZQk9d,1
33x1ea9i3jKETIpZ,1
349wCkmu1FFmnqDb,0
34H3fCxNl9oGRH4I,1
34HnEUiJKq13RoeX,1
34W6hwG4JaG34lfr,1
36U5jiDBOxhmvAma,1
39ErKp9A3blXcsrP,0
3AZhnrviCg7o4dTt,0
3AksuntzEYxoFV1N,1
3BrljCA4XpyOvVLL,0
3C4Ke8MkrZUhvEUt,0
3Cil3eggmATQPjFm,0
3D2H0gpWEAIG6Cws,0
3ERUwDfqyDm1spT8,0
3EpJ5IdNnomodZ8P,1
3FUHIaxgsWU8LVAL,0
3G5LGmzsSE2WumSS,0
3G9zHjO4gQvbvgks,0
3GDgU7NaUNAzhJDB,1
3GVRM7ZoYUCxoxlT,1
3HcPcWP59B3ECbA1,1
3Hiep3YHVVD5zQfd,0
3IFJOR4KwEFKUcH2,0
3JNa6Q7EW54MSish,1
3L3LVwlu71nf4CsC,0
3Lrsu2X7kklhOekd,1
3Mjf5LRAcNugGtIL,0
3NuXAAiLKunCszgG,0
3NyJPXEb9FmrGIYm,1
3O7tYf4y9PFZaJmJ,0
3OOG8zoKMsBYxqzY,0
3PBdZ4Dktu8kQWln,1
3PPcH5h3COSuvtRR,0
3PzCnI0eRLz63Kky,0
3ReH10kdxpEZfm1d,0
3SIGjZ0M7hkAPdmU,0
3SdOjrC1YYv11u5E,1
3SeZZb4Bk3Nff8wX,0
3T0lMml7KP0vTiOs,1
3TfsCQljWgqU5g6t,1
3U12BsY1UGNR5DFr,0
3VH0GiHy9hOWjB4O,1
3X8xSz35wnNPzZ56,0
3XqNfD3xGassEs1F,1
3YQM6DnYtPXXCMXY,1
3YdwZJKbRcLFLNZe,1
3ZSRKUI6rjNFTPmg,1
3ZSakCFONylKn8uL,1
3a6qqCQc1sKxYacR,0
3aHY1u61Fqg3Svhv,1
3aJJQlMHAyz2Ol5z,1
3bBPWW4nsLALMB9n,0
3btRnXSnW5hwlmf0,1
3c42vaja3M3i3kdy,0
3cV4PVIbkwOzUhMg,0
3dt0pR1gq1ZRu4tq,0
3eVOVRQRyOc59CEG,0
3eebEZK5Dgr6s2Qx,1
3h9zeFpbQKVo8zJc,0
3iEyX7ra2HblI9UB,0
3jWpSTVaiuvWgb9x,1
3jfZDbRe49vMAums,0
3kEmC5T6yPYN9h1G,0
3kptrtwv70vDFlPJ,0
3lYKIJZ4R2Df3Jfr,1
3ltVKUWUpdHCC48X,1
3mBg6RCrJoDmZvaP,1
3miNJTKa2QpxKh8t,0
3miW85vvQvY0a74H,0
3mwJrWXLZ6VlUHLZ,0
3nI7mLJFFKvqRmtX,0
3nTsqX1iGiCZfkwp,0
3npBQKzwyEoNm9d8,0
3pAEtdbqYpupvGjo,0
3pOJDZjgYPKFDDhX,1
3qMmmklIuVzFduzU,0
3qxNgxDTggd6ELcV,1
3sJnzwvd30akmX6u,1
3sMEBdQj7rqJvwxc,1
3sMq81ZuHyMSSMQS,0
3sZo1SGWl0bn0hl9,0
3svwPSeRTLk90fVP,0
3vA7XmfZdVKTUmUw,0
3vIcfLkY1uklVb2A,1
3vq0tyfvLKHiBZEJ,1
3w2yyzCEB9aaSBWU,1
3x3ieGft1S1CbW1e,0
3yuPkYkSDgmF1Clx,1
3zC5yJVGCp1WSXxE,1
3zITzZlloKWZkIPc,0
3zRrhFrX7iNbTF2E,1
3zUAlUuh7zsi91aw,0
3zb3X7B1Jn9t0Cw0,0
401yN4yckr5C0bjI,0
40JLQZZMvU8IOHw8,0
41kw64o9bKBRHL5b,0
427t9Z0Pcf2t0iP9,1
42QS60V8Xeo7bdGM,1
443nidn7antnkHCG,1
46EimZuhowbWYito,0
4757NTgeNZ9OM5oc,1
48FBxgynKvI3l0Eh,1
48UNg0nDgxbxguOm,0
48WmoL9HjPcHIeZ5,1
48c6N3s1QtJpcGYv,1
48cUd7xflc7bHoNp,1
49HdWvu3BeUaBGrn,0
49eZxvoytoU6Cs8x,1
4ApV3SrKZCDK0HJO,1
4AyyicdnEEnEyB7t,0
4BD2xd62FJ950VK8,1
4BOrsXWG2njviASJ,1
4C2v997SrzYBEFN1,0
4C3tPds04mO04AJD,1
4C88Ls2i5KV3uses,0
4DdGTRK32DFYEble,0
4EXub2J6im7HJjhz,1
4EY9Ki2WkPDEQIQl,0
4EcmeNQ1xtYE4iw6,1
4F6Og55IKJHCBBwQ,0
4FIeCaqyztsxqu1w,1
4GRGzCAlpXqNnAeQ,1
4HD5XwmbF9fJ1Uam,1
4HD6YvbGxoP35lcj,0
4HJRl89cN50aqxxS,1
4HLj8BecMo83zMn0,1
4IywOa4EVnkQ3Bqe,0
4JSsOIarH5wvutWv,0
4Jwvm80LGxUGVGcw,0
4KEduPSzr0KDqXHx,1
4L003vc9qWqO37xb,0
4LF8dz6KSYIALXPE,1
4MDu6O62dAuCFp2A,0
4ODOO9q3Ty3PpBRO,0
4Pk00EQFGzT9ovG9,1
4QXbg1sjWGBjNFdD,0
4S2YFz8oMopDB82p,0
4SDJQOMNWEzqNFSn,1
4SaIagEjaefZJ6bU,0
4SrEkrZNxoTD98vk,0
4TO8q13f6qVQwLjY,0
4TSPSL3MyuRWvpBr,0
4Tco0kYpD3drfV7o,0
4TmmQkSkyuNj7MD3,0
4Voh7V9z07CeRU9n,1
4W3YT84Mhzm3jFZb,1
4WZtkRDoKixDokfr,0
4WsUEac3NCdopCmN,0
4XYQHlnBW8831lDH,1
4YFYP8QCdC5WG6KQ,1
